id	tweet	lbl
3357	#MasterChefGR_Xeftiles when preparing to take in the four and one undertaker has REPOS	NOT
4189	@USER YOU ABSOLUTELY THE PLACE AND TIME SOMEONE WHO SYGKRINEIS resurrect FROM GREECE WITH AN ASH -KYRIOLEKTIKA upstart Greek-haters who just broke ALL're dealt need immediate psychiatric OSO PROLAVAINEIS COURSE	OFF
3577	\"Sedan respected her injury Sud and chose not to. Aphrodite lecture got into trouble from the \"\"master\"\" to be okay or white team ought not to play no and leave. currently our main teach and justice #survivorGR\"	NOT
4703	@USER are the only one who likes Volioti	NOT
3775	Look how bad the exte ... But especially from behind tragedy ... #shoppingstar	NOT
3019	co 1 million foloers took the girl in 10 hours, but the object is ass deserve.	OFF
5115	\"second theatrical performance title \"\"ARCHIMASTORAS SOLNES\"\" #kalytera\"	NOT
1249	@USER VRE aye in panivlaka hell you talk to a woman so especially when you have no idea even what you say. Pull back to the cave and play with your balls. You stupid, stupid e!	OFF
2497	sorry eh molluscs are the peaches in Kozani amazochta and even masturbate here	OFF
2317	As buffoon're now eh! yes piranhas thee referring #poweroflovegr	NOT
5331	\"\"\"Susana, again shit You did! To keep the game for manafouki but have gotten wind of us and start our yoghurts!\"\" #GNTMgr\"	OFF
10168	@USER Children Michaloliakos tzimeros and Velopoulos not pull us not swell	NOT
4287	@USER You're incorrigible.	NOT
7421	Get your house after both their love but as said a solidarity like you when they asked him what 'solidarity I'm not an asshole' '.Etsi is not it?	OFF
9444	Well photographed with what chickens. To the cook knows no? #gntmgr	OFF
4549	So is my Elsa when you are both kouklaraola you go! Tailor made for you! #Shoppingstar	NOT
2668	You're at least @USER wife?	NOT
7170	@USER not talked to persecute the world. I mentioned that to ask trampled obvious rights not disturbed refugees. Sorry but not so.	NOT
4161	#poweroflovegr Give prize Saddam ... .. So long tolerate them!	NOT
7158	If you knew @USER 1/10 of what women go through with men Muslim apologize for expressing shit will not writting. Mr. Good wicked exist in all religions. The issue with Mr. Islam especially the Sharia are the dictates against infidels	OFF
8373	Amounts you say gets the tsiken manager? #GNTMgr	NOT
1383	\"\"\"It is not you vote guts to put them all in the same kazani.Nai, I'm talking to you, you are from 17-21\"\" My Article @USER about the importance of going to new elections to vote # # # SYRIZA MeTonSYRIZA # AftiTiForaPsifizo # Evroekloges2019\"	NOT
2536	@USER you okay? And skiachtei Pelops we love him? GVA ng ng!	NOT
10273	Meanwhile, in a country where the government intends to deport to fast track procedures refugees ...	NOT
1018	Accepted the appeal of Demetrius for permission # Koufodinas. 3 days and end with these # erchetai_POUTSA	NOT
6301	Susana who in so many photographs were outside talking CONCEPT why? #gntmgr	NOT
7969	Oh what glykoulenios our main Bratt with his mom #gntmgr	NOT
1041	Lefteris Mytilineos - What are you through the user @USER	NOT
9399	Okay arrives, what tortures the poor MDPE, pity is Mr. and those dear #gntmgr	NOT
1694	@USER Now hanging on hookers.	OFF
4719	black in mnimoniaka waste (ND SYRIZA PASOK) xeftiles	OFF
809	@USER This is serious thorough political speech now? From a single sentence we understand how difficult the situation are. Tomorrow will enjoy the impact of subservient falsity and deception of an entire people! # erchetai_POUTSA	NOT
8689	\"\"\"I was not good for your wife and I am your mistress?\"\" ATAKAAAAAA #AgriesMelisses\"	NOT
7126	Protagonist of Woman Unnamed: I did not eat for three months eating cereals -	NOT
5370	There will be thrown for a while next to Mr. Finland, hear no Mr. perkele to go mad? #kokkinopotami	NOT
6342	@USER How about MORI. Dld if no licking chick but I like the prick I am oppressed lesbian? disagree full house. These banners to put the inhibited kragmenes that puts them all their gkei.akoma Mr. Streit	OFF
1262	There @USER says SYRIZA. Our experience from the governance of ND says. As for whether it should go some prison, to remind you that this responsibility rests with the Justice and not the government. The Government had highlighted as the scandals,	NOT
6832	A MORI Au Martinique pulls the nose grow #GNTMgr pchia So much evil for all the mercy somewhere darling	OFF
6927	@USER To understand, one S. Arabia, a French citizen, had 14 women n 45 children. Arrived the case to court because it was getting bonuses Mr not yield a penny threatening women. Who is to blame here if not the French State p reducing sugars	NOT
1948	#shoppingstar that now the Seller shall katalave..oti PLATFORM ...... so who said ..!	NOT
3074	with Tasos, Panouli viper and throw up yogurt I ate #masterchefgr_xeftiles	NOT
517	Paris yes you are our favorite #ShoppingStar	NOT
4747	#MasterChefGR tomorrow when giving history and reading break to Rome sewage system and being the final decision is more tragic	NOT
6841	@USER I know everything about this bollocks after anchovy, bummed cigarettes made in Rhodes who played at local coach	OFF
6817	Asimina take photos Mr. let best #GNTMgr	NOT
6523	How fare the women drive?	NOT
6338	Gone are assholes Mr. blockades do to not spend coaches with immigrants, instead of waiting for them to cherry their pork.	OFF
9808	When in ... device can not sweat, what the fuck are you doing? #gntmgr	NOT
6425	Trying too through but you can re Susana and 20 000 Leagues non thy say .... #gntmgr	NOT
2535	I said to sleep at noon, but in such a matter in sopingk star, do not get distracted with tpt #shoppingstar	NOT
7708	@USER Iskar, ftys t eh fasistoskylo your balls ...	OFF
3219	Okay! Drowned by Sopi star ... #giatinparea	NOT
5914	SKOULI cries the other not to be extremely carpets STAND failure of your plugs? To see when the time of #gntmgr	NOT
5298	Susana pink cop today! #gntmgr	NOT
5126	Will go the pefikitida cloud that lay by the same brush mascara #gntmgr	NOT
5274	completely Cucumber Susana. The bored #gntmgr	OFF
2989	@USER George're man who sees the glass half full eh?	NOT
4133	@USER mean that they had the balls to survive and eliminate fascism, if you expect something minds like yours saved.	OFF
8787	Little art finally in #GNTMgr by Bratis ️	NOT
8345	#gntmgr now these sheets that wore considered surprisingly?	NOT
3717	@USER Hey Taso thee I have a particular favorite because they're minion, is now seriously those things which are in large group, for me and for many others, this cycle of Manolis along with the players has been closed, and others have come	NOT
6158	What cry MORI something as if you got Oscar? In empty theater were ... #gntmgr	NOT
9126	#gntmgr jumped generally Asimina because your self missing my girlfriend ..	OFF
6951	And you can re chlapakiazeis agleora in the restaurant of your mental and the guards standing farther to drink only water ... # sichtir_me_to_thrasossas	NOT
3607	That child pornography is a misdemeanor ... (!) To exceed. Fuck our justice!	OFF
6640	See little Anna-Maria #GntmGr	NOT
4200	@USER Let me ask you something first? Are you of those who look on the finger when showing them something?	NOT
5893	Very beautiful and Tsolaki and Gkagkaki #mesimeri_skai	NOT
3427	Something got my ear to 7+. Not just erchetai_POUTSA # # # erchetai_VOIDOPOUTSA ekloges2019	NOT
5118	Mitsotakis says has exceeded people's expectations, k is true, those who voted for him while waiting to get a little jerk them, has come out above	OFF
1708	The xeftila on this country has no limits	NOT
1240	@USER he has no ideas what the asshole continues? nothing ... only the cast of actors saves the tsoukour, nothing else.	OFF
8335	Never mind Nina were honest and humble #gntmgr	NOT
2593	@USER Many women have been attacked by rival eye a man! But did not the MEPs!	OFF
4566	@USER Why do not you sourgelo	OFF
1847	@USER I guess you're a lover of art aferemenis right?	NOT
5262	#XFactorGR play this? The see no? Aside from 15- instagramer ...	NOT
8519	BITHIKOTSIS WOMAN fleeing Withered straight to vase flowers sad in a frame darlings. Next to the fountain at the rate of dripping horrible creak the door and it 's home open. A woman has a right lady footsteps of a sad story off	NOT
7799	Travel what is this? Is Marios? #kalomesimeraki	OFF
5053	In a parallel universe out the guinea fowl with wild feature and best picture while the top models xepoupouliazonte casually in the farm. #FoodForThought #gntm # gntm2 #GNTMgr	NOT
9518	Well done something that he admitted it had a great idea and screwed and not justified! #gntmgr	NOT
6089	Downward IMF revises its estimate of economic growth in the eurozone, warning countries to prepare emergency plans, since the growth rate will not exceed 1.2%! You feel you asshole who cheated on Koulis Mitsotakis to 4%?	NOT
3676	@USER Are you psychic?	NOT
1173	Molluscs by baking the Patoulis, give up all and turn in Greece in Attica our dreams.	NOT
10096	As the cut rather teach recipes for boiled wheat woman	NOT
1017	@USER Kostas You must be very happy with the old and serials	NOT
6166	Asimina're more undigested all undigested whole world #gntmgr	OFF
3394	The # Mitsotakis honest sells the truth. Those who want to buy ... # # resurfaces XekatharaPolyTharraleos ND_xeftiles # # # na_ta_leme_ki_afta Tsipras	NOT
9816	BEFORE MY FIRST kilo BEFORE THE PIGEONS TO SEND Casey freshman fucks the neighborhood, welcome #GNTMgr	OFF
3624	@USER When Venizelos threw PASOK Papandreou tou45% and went to 4% with all good? When did our tail samarium all nice huh? Hey do not go to hell right of PASOK alleged that caught your pain.	OFF
7056	@USER The psofa pilot.	OFF
4316	@USER melts. Cash how are you?	NOT
1960	@USER probably wrote this nonsense ... So ... Unless you mean that you are not qualified to understand. Come on hi ...	NOT
5193	What version ein'touto cigarette case? #TheVoiceGR	NOT
8069	I am very tired today. I have not COURAGE nor the shovel to lift ... #gntmgr	NOT
764	Katerinopoulos you are malakas.Ta things are clearly followed him because they gave him the money eprepe.Logomachisan the whacked him Mr. exafanise.Poly would like to blame the widow but not so do not let yponnooumena unfair #fosstotounel	OFF
240	A and Tamil Koulieva, Martha OF #GynaikaXwrisOnoma between diners Papadopoulos. Let say anything to him that Marina is the daughter Katia, and he would call the next show to tell her himself. We are tired of the silence. #stinigiamas	NOT
6885	H mom Bratis sweet ... like son #GNTMgr	NOT
7186	The maliciousness of the greatness ... #gntmgr	NOT
348	Be sure @USER	NOT
7819	Kaya: TODAY WILL leave #Gntm Susana! Zuzana: HOW GKENEN THIS? # Gntm2 #GNTMgr	NOT
4378	Nice dress she go. I like. #shoppingstar	NOT
1538	KLANOKOMODINI color to get to suits your MORI saloufaaaaaaaa #shoppingstar	OFF
6559	Does FF become WWF; #GNTMgr	NOT
8982	@USER Komotini huh? Where Muslims Muslim vote, shop by Muslims, Muslims go to doctors, studying their children overwhelmingly in Turkey and subsidized to wear girls n their wives t	OFF
5086	Saturday only women go?	NOT
4531	# IdeeskaiApopseis European intellectuals, who are you? Text Frederic Worms, professor of philosophy and director of the International center for the study of contemporary French philosophy (CIEPFC) at Ecole Normale Supérieure of Paris	NOT
1727	\"\"\"Because I love you. And if we're always together, and could lose you.\"\" Melitako with emotion. Also Marina and I love you. #gynaikaxwrisonoma\"	NOT
6834	For SYRIZA progressivism became the synonym of the word anarchism! In which country of the world refugees and migrants once clicked in a country define the culture and traditions of a country! If this is the progressivism rejoice!	NOT
4682	I do not know all men should be ashamed for all women who are alone or all women should be ashamed that their castrate K make wrong choices. Basically shame us all we spend our best years without sex	NOT
4218	@USER huge ... very spectacular ... terrible season ... we had them both ... the Nastase Connor ... ... the women ... other contra ... The Navratilova with Evert .. .	NOT
6105	#gntmgr Katia wants to psofisei goat neighbor, but the neighbor.	OFF
5261	Not as if the gift Mykonos when you have to advertise cosmetics, hotel, private and cigarettes mellow Seretis #gntmgr	NOT
9944	my face when I see Asimina #gntmgr	NOT
8843	If @USER here thousands of Muslim refugees eat lambs only then if we have the celebrations will pay 25 euros per kilo.	NOT
7204	Yes all just nails do in your life, let us ASIMINA #gntmgr	NOT
2681	\"Fraudulent TV ... what pulls all uneducated and illiterate in you too I came to \"\"work\"\" ... see Gogoulini .. #shoppingstar\"	OFF
1496	What do the new job? And tell me the uneducated .... #PowerofLoveGR	NOT
6803	Listen says it has gaps in schools, to go stou Avgoulas palioplempaioi # ND_thelate	OFF
1992	-Up and game bought -What game? -Kalasnikof ... #gynaikaxwrisonoma	NOT
4319	@USER Milan then Sari, be calm and you.	NOT
8426	@USER uneducated left testicle was always there. Do not you know that? my left testicle should start reading and just not all keyboard and keypad okay?	OFF
5099	#gntmgr Your namesake on trial today	NOT
1326	I will be late to go to work today and I make coffee and put mad Tv and played Antonis Vardis you hold the cigarette and now the poison of Kappa-Constantina and I put a little whiskey in coffee who saw it chestika	NOT
6764	\"Ah let daily with little villages and popular and everyday \"\"derogatory\"\" job that puts honest living to so many people. Sichamenes supposedly made from the capital Sofia. ASAPERA PE ASAPERA. #GntmGR #Gntm\"	OFF
7769	Objective was to separate or roses or sunshine and the covers. #XFactorGR	NOT
9417	Non stenachoriestai VRE, not weep. # Gntmgr	NOT
4106	- You're my life. - Be careful with so, because life is sweet ....	NOT
5341	Little eh Bratis will get our couches nail glossed over! #gntmgr	NOT
2773	@USER And I kiss my girl! You're sweet creature! You good night!	NOT
2601	\"On one hand, the pro # ND_xeftiles type do what you can to foster climate ... \"\"modesty\"\" in party ranks. And on the other what you see on twitter trentarei full up hatred of the right and wonder ... Do not wonder! Not changed! # ekloges19\"	NOT
1483	They find assholes since ....... # ekloges19	OFF
4166	@USER The answer depends on whether the trousers you are left or right	NOT
8214	An intelligent submissive recognizes the beauty of dance in the margin. It is a strong, independent, talented, capable woman alone, but longs for a Dominant to the fucking her mind long before touching her body. She wants a guy that recognizes the equal average of ~ ~	OFF
4805	I opened the TV just to see the quarrel to #GNTMgr	NOT
9598	The ankle under the long dress apsychologito #thevoicegr	NOT
3684	@USER Chachaaa ... you like that you're smart.	NOT
4066	I wish to get Manolis although not mad with him during #MasterChefGR reality. Aaaa and see the faces of the other when they announced his name Emmanuel. Chef-judges to be disappointed #MasterChefGR_Xeftiles	NOT
719	@USER appears from walking in the world next to the platform that must have been greater than in Thessaloniki with subsidized ... Roma? Your # # erchetai_POUTSA in elections as the first dose	NOT
7362	That Suzana could be a mermaid who fell entrapped in oil spill? #gntmgr	OFF
1456	@USER Oh well ... fortunately're here means something such on both sides do not make them anymore friends.	NOT
1375	I kneel and kowtow Meliti ... partaaaa MORI motherfucker you going to put them with Katia and kin of poor uh poor #GynaikaXwrisOnoma	OFF
8042	You will not tear Kana net #GNTMgr	NOT
6541	What they say to spoil what leaving today? #gntmgr	NOT
1986	@USER Radar're Maris,	NOT
1452	@USER is something like that: Dimitri Doctor, now that you are not MEP and looking for a job, you can come to my push an injection because it has closed the pharmacy?	NOT
3374	Relieved refugees in Molecules and Amygdaleza when SYRIZA came in 2015 and relieved now that they saw that goes.	NOT
9230	I want Anna maria winner #gntmgr	NOT
4323	That was difficult was the day came Gogo to apoteleiosei eh SOFT #shoppingstar	OFF
3874	@USER private employee are you?	NOT
2074	@USER THE END disappear Pollack THIS SPACE ANADYKNEIONTAS WHILE THE PROJECT HEALTH, BY MOUTH XANTHOU! NO OTHER scandals BECAUSE THE JUSTICE TOWARD ointment HONEY IN BREAD ON FOOD! NO ANSWERS TO PERSONAL QUESTIONS!	NOT
7016	#ofipaok bullshit eh OFI to Manos not you say anything? I almost equalized	OFF
7124	Excluded Sean Penn was so! I accept it! #kalomesimeraki	NOT
8779	Genevieve: Welcome Zuzana very glad! Twitter: #gntmgr	NOT
1268	@USER George if you are correct Mr verify the new ..dimosia apology to the @USER him devaluations both listening to his new @USER	NOT
4752	@USER you again you have the PAPAKOSTA that says cockroaches immigrants and you did MINISTER	NOT
8822	YES MORI EMMANOUELA # thefinal4Gr	NOT
3	We suffer @USER we women easily fooled ... A June elections ...	NOT
9666	Mollusks The English state has found the trick to convince the world of social peace. Putting talking guy with irish accent. Try resisting this.	NOT
3267	@USER that even wait a week to win the final Syriza're more stupid than the Antonara	OFF
3457	@USER're more Malakasa and from thy head ..... He who does not work fry that with another name thavriske not work nor to Annie ... we ate in the KATELA the measurement iq	OFF
6246	The hen did the egg or the egg the hen? #gntmgr	NOT
3128	GOOD MORNING irthe_kai_itan_megali # # # syriza_telos SYRIZA_xeftiles	NOT
5859	Let us MORI Katia who misunderstood .. sleep with nerves whenever see in .. #gntmgr	NOT
3459	Attempt the manicurist to find common points: -see mastersef? -No -see servaivor -No -see Gotha? -No-what sign are you? -toxotis -To fit I say!	NOT
5402	#XFactorGR Dalaras I did not go alla..ton respect! Respect..einai great voice and talentara terastia..ton've seen in concert and I katourithei upon me by the thrill!	NOT
5527	Gather .... began #kokkinopotami	NOT
403	@USER you are you too?	NOT
3818	Face it One in three Greeks, is asshole # Elections # Dourou spitia_sas # # # SYRIZA came back	OFF
8667	Dear Iphigenia ... no wait ... it will not send ... #kokkinopotami	NOT
5020	Something pussy from SW tempted with beers and kebabs.	OFF
1005	@USER Amputation State Mr military occupation. KFOR Meanwhile foreign nationals, EU UN, etc. enjoy infinite money in a cheap market scratching their balls t. In coffee shops Mr. gathered permanently drunk n the abundant coca runs ..	OFF
3362	@USER ticking there ERT have Zorya and you are still	NOT
9333	Fine Annoula follow the example of Katia, why not; #gntmgr	NOT
10150	Grandpa you're right ... There are even women!	NOT
9174	However the SKOULI is more sympathetic to written interviews, despite gig when he speaks. #GNTMgr	OFF
8919	\"\"\"Susana you remain because we had enough madomouni today. Let's keep a little for the next episode\"\" #GNTMgr\"	OFF
3150	@USER Appointments to justice, burning papers that no suit, no rousfetaki ...	NOT
2069	I went to a pharmacy today a Mr. Zavos like to deigmatisei me a cream in hand! With kotonycho to! Puts the finger in the cream n the half amount stayed within in the gyponycho Mr. gouged with another fingernail! Not even the hand did not let her put me! disgust #shoppingstar	OFF
8684	Come as soon as I came. Why she left Martinique? #gntmgr	NOT
2802	He finished the seriousness of the election and return to honest folk korasio who I was before #giatinparea	NOT
730	Manolis is for me the best cook of the year's #MasterChefGR. In difference from others. Christos-Panos follow. I told again clean cooking Manos must win. Why he has demonstrated many times that it deserves #masterchefgr_Xeftiles	NOT
4711	When you see men watch football do not ask what teams play, KI SO WHY NOT OTHERWISE TO KNOW AND Hanuman TO BET THAT MOMENT	NOT
7655	Show my Anna it you #GNTMgr	NOT
10201	Something such as the Susana see some who speak of the superiority of the white race and passes air .. #gntmgr	NOT
6516	Vote for the best in your opinion! ## agriesmelisses # to_kokkino_potami #gntmgr #annitakoita #kalomesimeraki #XFactorGR #thefinalfour #TheVoiceGR	NOT
9680	\"Or something more false and the phrase \"\"comes the development» #gntmgr\"	NOT
4947	Something virus #GNTMgr	OFF
613	What profession or lost blonde sister Paola; #shoppingstar	NOT
204	Your father did not kiss Marina? #GynaikaXwrisOnoma	NOT
114	@USER E but really what this xeftila?	OFF
7945	this white blue carriages had taken many steps and took 5-6 schediakia the Kotsaris and something but as porn #gntmgr	OFF
4930	Fuck the proxy and pussy who flew	OFF
7948	-Anna Maria Susana what you give in? -Aligatora -But only birds we -CHESTIKA #GNTMgr	NOT
2537	Hey Elli AMOUNT skatopsychi you anymore? HOW MUCH; #gynaikaxwrisonoma	OFF
5412	and bucking cock with cliches	OFF
6496	Why should De well be stood? Obviously was automatically advertising and promo for Shop ... but friends are working mazi..toso unlikely longer actually went to make the plate and do not know? In #TheVoiceGR	NOT
5158	We lost an entire episode of Themis to see Miltos to gkomeniazei and my breaks #kokkinopotami	NOT
1700	It disgusted chocolate? GUARD FROURAA #giatinparea # ekloges2019	NOT
926	Whatever you do Manolios Christara and Pantelis NOT BECOME! #MasterChefGR_Xeftiles # christosmparkas_true_winner # christosMparkas_true_winner	NOT
5045	#gntmgr come eh Martino makes us .... thanks! K. promise for a whole episode not to write negative comments!	NOT
7274	The malakismenes because lick other on camera; #gntmgr	OFF
5978	#XFactorGR conditioner squared?	NOT
10195	Nice voice the coriander to the telling we hear EVERY EPISODE IN THE FOLLOWING #erwtasmeta	NOT
2489	@USER E. yes. The il Guerreiro your party the paint BLACK soft.	OFF
4944	88 illegal immigrants arrived in Taranto with ngo boat. Among them one (1) woman and five (5) children.	OFF
6575	Char GO STRONG FOR FINAL # gntmgr2 #gntmgr # gntm2 #gntm	NOT
872	Political akaou would you be if you knew of policy if your Twi help with useful political discourse and impartial proper thought in general good in fact you're just a pawn-party akaou that helps spread the partisan skatilas the already dirty air	NOT
7693	Zaev is the guest next week in Thessaloniki (perhaps seen and Zavos the Mitsotakis if able) the screaming from the fasistaria be yes a nice soundtrack University	NOT
8446	.the Maria has come out of the best photos today! #gntmgr	NOT
5036	there are only women who need compliments. Tell your husband that is also a beautiful princess mule	NOT
5128	We wanted to banish into the room and say at every opportunity is boulingk? Dax .. cry .. #gntmgr	NOT
6573	@USER Yes dude but somewhat not have to say this movement to achieve equality p concerns all Mr ALL? When oppressed women get permanently initiative to fight for a ton of things that concern all but EVERYONE can you say as thel	NOT
8162	E you are stupid end Kaya #gntmgr	OFF
9580	for some reason my UPSET reminds sumo today #TheVoiceGR	NOT
8185	But he showed no comment from Martina who said that Anna Maria had to open the catwalk, he has something to say about everything #GNTMgr	NOT
2133	So dumb line only Pollack could give, I do not believe that is Alexis. There is double the difference! Being that Mr. 2.04 tells you, come foolish you're tall you're not even 2.05! Oct. But here did NOT referendum YES we expect? # ekloges2019	NOT
6637	I wish your grafted mother wife Mrs A's daughter Mrs careful not to forget the party	NOT
2451	Seaworthy KOUKLARA OUR @USER #skaipolxeftiles #poweroflovegr	NOT
9724	@USER punishable is that there are assholes who voted for Mr. # Giannoulias.	OFF
8204	ah your pussy tearing ever want to drown my baby rabbit (dedicated)	OFF
3386	#shoppingstar century MORI Gogo you have and view if it is not 100% nylon garment not put on you!	OFF
4537	@USER ND tabled a proposal to revise not the government appoint a justice of the Supreme Court ... the Syriza voted. The Syriza wants to put their own Supreme Court Advocate for the specific court with novartis will make ND	NOT
6477	Stantaraki crazy the Cayo Download a handful of sedatives to make the current back to the plempaaa he saw #gntm #GNTMgr	OFF
7371	Montelara happened again eh? Chachachachachachachacha not worth to pull all my psychoula pull Mr. xekoumpisou #gntmgr	OFF
2631	@USER're totally deplorable incident journalism and natural victim of ERT, just being in coma	NOT
5377	To leave Anna Amanatidou #GNTMgr	NOT
7624	Now I have to go for a course that put us before the half hour so irrelevant and I'm sure we're going to wait like assholes and the teacher never appears but if not go and be a lesson to fuck already.	NOT
8231	Say at this # that Kidnap by Halle Berry is very nice movie and deserves to be seen Friday! #GNTMgr	NOT
9440	My Anna when you're not from this village are now dropped into the mire MORI #GNTMgr	OFF
633	REDEEMING Registry NO. 1029419513890985709827309687️️️️ # syriza_xeftiles	NOT
1128	Chris good luck! #MasterChefGR_Xeftiles	NOT
9788	Very nice to have painted Elena! #thevoicegr	NOT
9101	Generally if someone has eaten horn and begging his wife to turn not to become a laughing stock is not for many many	NOT
6031	Alexandra Paleologos in a gift box with pink bow ... # erwtasmeta	NOT
6690	@USER got that half the closet again complain? What you're men eh!	NOT
5624	Run Now to the disappearances photos and other traces of the Love Nesta #erwtasmeta	NOT
5231	massive 79 EU not to spend our Soft GREEK new site also	OFF
10014	@USER to where we go with both fasistario that sprang up last .. this is extremely dangerous for Mr. us, not only for refugees and immigrants ..	NOT
2434	I go with mom to do tattoos. I will choose this one for me #shoppingstar	NOT
787	I now insist HOW YOU MORIIII #survivorgr	NOT
942	I saw the post SDNA for Papamakarios ... really I am ashamed of some guys ... Hey assholes do not break out over women your own themes.	OFF
9826	Reasonable in Argentine Anna is tango teacher and make Milonga here should be taught traditional dance and make a night of Karagouna #erwtasmeta	NOT
6514	#gntmgr martini or otherwise Takis Tsoukalas a woman.	NOT
8171	@USER Ama Housewife is the wife ...	NOT
8071	What is her name; Katia ... #GNTMgr	NOT
4408	@USER As I understand the TWEETER or you syrizotrol or chrysafgoulo. The fascists in syriotrol say and think that in taposan and that it should die of shame, while being Nazis, never mind. It's respect. Swing their kounage	OFF
8503	Hell was made 5 minutes that gave other natural cut. by workshop that pulls the shooting, that one is very friend. Casey said that the rush and libertine something. from the Wisp travage. PS. the other said weeks left for the shooting in Italy. #gntmgr	NOT
8147	But how to pose with the bird? #gntmgr	NOT
4842	Marina, while he is right, not used to justify a bad your photo #GNTMgr	NOT
8547	Maria crushed the individual wood Susana! #GNTMgr	NOT
6309	Katia saw how much I felt sad? NotI ... #gntmgr	NOT
10084	\"\"\"You can wipe girls who do not want the house,\"\" says Anna Maria and looking which profile is here ... #gntmgr\"	NOT
10072	Blockades in buses with refugees types dressed in helmets, campaign of the Church against the cremation. You will burn the coffee cup fortune tellers and squares	NOT
1330	#survivorGR Ria, good, gold, racing, blah blah you are, but, really, NOT ANOTHER licking, licking NO MORE	NOT
6710	The SKOULI GM makes as if he ate from the ass? #gntmgr	OFF
3674	@USER Alice and thou cock are you so? you know that's why these e? stayed for no light to see	OFF
5335	\"Sorry my Bratt y but not cut to \"\"joy of life\"\" much more pessimistic for a ... I have #gntmgr\"	NOT
9665	* Unequal triangles and three dimensional patterns * have to tell the girls ... VIRGIN MY killer #gntmgr	NOT
5203	\"According to my experience so far, if you see woman raises self and underneath write 'get to where you can not \"\"simply means many dick\"	OFF
7185	@USER Eventually this man I love. It is much more a man of many men	NOT
574	Even worse. You're brilliant George.	NOT
9569	Seemed how you motherfucker from yesterday #shoppingstar	OFF
7556	See you #gntmgr ...	NOT
235	@USER do not hate nor evil who are happy with the victory of Manos. That our player made the buns with conceit, reduction and irony for five months! Also promoted as one goes to the detriment of other best players, including median.	NOT
3670	@USER I remember all helped foreigners in Asia Minor when slaughtered our people see the flames from the ships in 5 miles not forget	NOT
4515	@USER You're my friend and lawyer us work then that, slowly suffering? Especially this year with the mess that was made? Sory '' buddy '' but you are not convinced that you are '' colleague ''. On the contrary.	NOT
7315	@USER Until 03/30/2018, 22000 relocations, 40000 receivers asylum applications (over 156000 applications). The statistics are clear that relate to refugees rather than immigrants. To put them in closed detention centers is deterrent	NOT
9643	Re malakismeno, I ask you boulingk?	OFF
3225	@USER to name it 'syrizokolla' since you are stuck in tsiproparea useful as adhesive and claims ministerial chair when the 2219 take back power.	NOT
10272	But we all know and do not hide it also (can not hide else would I say), that Syrian refugees are no longer either 5% of those who are in our country. So who is trying to fool whom are obvious. THE…	NOT
9235	Despina believe that aid bra would reveal wonderful and you firmer breasts the most. . . . #XFactorGR	OFF
2462	\"Candidate dim.Symvoulos Korydallou.Mesa-in \"\"Shop\"\" ... #shoppingstar\"	NOT
8440	I shuddered with the user but most ponesai my soul for the baby who lost his mother even before I met .. #erwtasmeta	NOT
842	Where has the Jump Petridis GO #giatinparea	OFF
4282	Showers-defeat otherwise reduces Ria saying that you are the possible need to stay ....... your fright #SurvivorGR	NOT
9397	I @USER to remind! I have a special interest in women misogynisses! The worst kind!	NOT
6307	I do not know how to choose one of two ... #XFactorGR	NOT
8890	YOU Susanna to take football him .... and left! #GNTMgr	OFF
