id	tweet	lbl
80777	@USER Destroy America is more the 24/7 chant from ALL democrats including Hillary.	GRP
32399	@USER @USER @USER @USER @USER He lost his virginity This process has been turned into a clown show Protestors democrats paid for was unethical There hate shows in everyway TRUMP denounced Natzi group  and bad on both sides which is true But democrats refuse to denounce Antifa a democratic domestic terror-	OTH
90712	🛑 Ntknetwork News 🛑 👉 'Senate Set to Pass Bipartisan Bill to Combat Opioids' #MAGA￼🇺🇸#2A #Prolife URL	GRP
38878	@USER @USER These liberals have no problem lying.	OTH
17581	@USER She is the size of a stadium	IND
90130	\\\"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER now you touched visa-mata's raw nerve by saying modi for 2019\\\"\\\" thats why she may block you soon  she is having wild/wet dream of being PM after modi fail to get full majority in 2019.  please dont wake her up from her dream of bhajpaa getting 160 seat in 2014\\\"\\\"\\\"	IND
66832	@USER @USER @USER @USER @USER @USER @USER Bibi so looks like Stalin when Stalin was younger.  Maybe he is starting to act like him a tad. China is never your friend.	OTH
10744	@USER @USER @USER I'd point out he is an Australian and we don't have free speech like in the US. And we do have hate speech laws which people have been convicted under. This is skirts it enough to hint and point out but room to deny.	OTH
45541	@USER @USER @USER We’re so far beyond tax returns. This crap affects all Americans and liberals are too stupid to wake up and understand what’s really going on. Step aside. The adults are here to do it.	GRP
10329	@USER @USER @USER #Feinstein needs to go. Her husband should be investigated for his #China deals and the Post Office deals. She is conflicted and this is below dignity	OTH
29354	@USER Religious persecution is bad...  ...when it's your religion being persecuted. URL	OTH
31665	#Conservatives are more upset about #bertenernie being #gay than having a #sexualpredator in the @USER a hooker as @USER and a #rapist as #supremecourtjustice	GRP
47583	@USER Democ Rats are pulling the Anita Hill trick to derail the Judge Kavanaugh confirmation. It will not work! Get over @USER triumph. You communists will not destroy the USA #MAGA	GRP
44546	@USER @USER @USER @USER @USER @USER @USER @USER @USER I’m shocked to learn human traffickers had guns.  Some probably illegal too.  CA needs more gun control.  But don’t worry about the actual crime.  The pic of black guns is worse.	GRP
89980	@USER He is totally bluffing...	IND
83754	@USER For what??? Lies and rumors being spread by liberals with their known pattern? Hell NO.	GRP
51659	@USER @USER @USER @USER I’m not sad. I’m fucking angry...    angry that the GOP is embracing fascism. My grandfather was Antifa from 1942-1945. I’m following in his footsteps.  His friends didn’t die in vain for nothing. URL	OTH
73561	#Kavanaugh on gun control again raises his residence in the dangerous DC area. His exposure to gun violence in Bethesda is like calling yourself gangsta because you live in Beverly Hills.	GRP
66442	@USER As much as I dislike Antifa. I hope none of them are stupid enough to fall for this bait and end up getting themselves or someone else injured or killed	IND
11650	#obama: wall won’t keep terrorists away. Same Obama: gun control will prevent killings by criminals (and terrorists?) #WalkAway	GRP
73626	@USER @USER I'm convinced that there's a hell of a lot more liberals of the type that a conservative could have a real conversation with and vice versa than either would admit.   The whack job commies scare the shit out of everybody. It's about time we started talking.	OTH
1157998378514563072	America is literally the worst country	OTH
11007	@USER @USER @USER You are a sick person	IND
42106	@USER 🖤 Dyrus you are a fucking worthless braindead scumfuck bastard pile of trash mental dickface that should be gunned down in the street like the degenerate you are🖤	IND
65507	@USER Do you get the feeling he is kissing @USER behind so he can humiliate him later?	OTH
77403	@USER @USER  We all have concerns about the Democrats' disgusting Behavior and disrespect for this country and our Constitution of the United States and the violation of your oath to Citizens and our constitution.	GRP
46844	@USER @USER Yes you are. you’re just too blind to realize it	IND
98709	@USER @USER @USER @USER Kick the absolute shite out of the car.	OTH
84187	@USER @USER WHY ! DO the gun control people believe legal owners are not following current laws ? You fools. It is about making the citizens of the USA defenseless.	OTH
1159262881709461504	@USER shit was the worst day of my life yeo	OTH
1188549785554432000	IM FUCKING CALLING THE POLICE STOP IT NOT WITH SHOWNU DAMN	OTH
11982	@USER @USER @USER I'm not screwed any more than you are. Been hearing this same dream of the liberals. What do you think  happens if Trump gets removed	OTH
36244	@USER Gitmo could resolve Holders issues along with all of Obama’s Clowns	GRP
50999	@USER @USER @USER You forgot the sarcasm tag kid. Some people are ignorant enough to think you are serious	GRP
86242	@USER Its like saying the brown shirts afe better than nazis because they pretended to be socialists.	OTH
71869	@USER @USER .@USER you want publicity? Try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. Puhlease you were just apologizing to drake &amp; posting video of your daughter singing the Kiki song. So stop it. Nobody’s buying this album either URL	IND
58830	@USER I muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for Mexican rap like he isn’t some kind of pedo garbage.	IND
29111	\\\"@USER @USER @USER @USER @USER with the caption so much for the tolerant left\\\"\\\" ... yup you fit the description of ANTIFA . I suspect you are not a threat as I doubt you can attack any reporters from your mom's basement.\\\"\\\"\\\"	GRP
87251	@USER @USER @USER @USER @USER That explains why some leftists were also shadowbanned.	GRP
53870	@USER Ummm.   You are one of those people that shouldn’t be there.  😂	IND
1160956017133391872	despite what the fake news media says the fucking snake squad died in infinity war. like if you cry every time :(	OTH
98216	\\\"The Dregs of Society\\\"\\\"... more LABELINGand DEHUMANIZING Conservatives.I suggest,WE, Conservatives keep OUR ammo dry and OUR guns loaded..If the Fascist Liberal Left THINK Conservatives WILL go quietly into internment camps or slaughtered in the streets they NEED a REALITY check. URL\\\"	OTH
96457	#Antifa: Take note of how to protest with civility.   This is why socialism (aka communism) will never win. It is inherently evil and unsustainable. URL	GRP
60611	4.5 million kids in poverty a screwed up Universal Credit system  Brexitshambles an Economy teetering on the brink  ...the list is endless and the common factor &gt; @USER building a country fit for nothing	OTH
44015	@USER @USER Liberals ruin everything!	GRP
57660	#Police? #Banter Training?  Oh my God! Fools and Tools.  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots URL	GRP
21315	@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit	GRP
11100	#Antifa is recruiting for a designated #terrorist organization URL	OTH
80374	@USER because what every lie you are telling if it happened when you were children the guy is a man and I clearly don't believe shit like that happened. Its just another stall tactic by the liberals.	OTH
30844	@USER One thing is for sure...we know she didn’t write the op-ed as she is dumber than a bucket of rocks.	IND
1187116767832879104	REMINDER: The Republican party is shit.	OTH
32846	@USER @USER No. I think he knows @USER is going to lose anyway and he has nothing to lose in this battle. He is like a suicide bomber can only think tactically unfortunately he can only lie to stay in news.	OTH
31616	A bitch just be minding her business 💁🏽😂	IND
55515	@USER This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.	OTH
16333	#Democrats #Liberals you are being #threatened by #Armed #Nazis and you talk about #disarmament of yourselves and of #Disconnection from the #Military #Lifestyle ?  You should #broadcast your #Armory and #killSkills #RightFuckingNOW URL	GRP
37234	@USER @USER @USER maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone	OTH
40857	@USER @USER @USER @USER He’s dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you can’t even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish🙄🙄🙄	IND
1187758169369522176	this may be the worst day of my fucking life	OTH
21313	@USER @USER It makes my skin crawl just looking at this woman - Theresa May is a liability to our nation and @USER and must be removed ASAP	OTH
19289	@USER She is a complete idiot	IND
34690	@USER You voted to trigger Article 50. You are complicit.	IND
53995	@USER We shouldn’t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER didn’t cover that AT ALL. We had to rely on @USER for investigative coverage URL	GRP
52878	@USER @USER WTH Dude!!! Seriously..... you are going to CRITIQUE THIS?!?  Take your sorry liberal self to an Antifa protest	IND
82617	@USER @USER @USER And what does this have to do with a lying attorney and a 35 year old claim? I know it's hard for you liberals to look at two things at once	IND
21063	@USER Give me a fricking break.  They are worse than the Southern Baptist with a pagan idolatrous.	OTH
26748	@USER He's a liar	IND
39327	@USER she’s my bitch	IND
61621	@USER @USER America is being destroyed by our President.. he is a cancer to democracy. That is what is sad	IND
74551	@USER @USER @USER He is a sick individual I don't care if he is the Pope or the trash pick up guy. Sick and bring to justice	IND
20917	@USER  My. Arms. Wasn't. That. Big! N. Neither. Was. My. Boobs! They. Are. Now! From. Them. Injecting. Fat! Into. My. Body!	OTH
16201	@USER @USER You people calling everyone Nazis under the sun becomes tiring and stupid frankly. You people called Zena Bash a Nazi and it turns out she is half Mexican and Polish descent and her family barely escaped death from the Nazis. So keep it up desensitize that word.	OTH
44143	@USER Cause they're assholes	GRP
14223	@USER @USER Is no one considering the fact that Russia might be using Antifa to spread black propaganda??? Remember the Berlin Wall???	OTH
12327	@USER @USER Fuck you cunt.  Try this on for size. URL	IND
97610	@USER @USER @USER Okay and? Anybody can go to Eredivise and score 15+ goals. Shit league. Bundesliga teams are competitive in euro competitions. Mexico hasn’t produced any talent like Pulisic in a long time. It’s okay, maybe you guys will one day.	OTH
1187540266636365826	@USER @USER I hate the stupid fake news telegraph	OTH
88788	@USER Bad ass bitch*	IND
36206	@USER @USER @USER Please stop! You're making it TOO EASY for right-wing conservatards to mock those of us on the Left! #NotHelping	IND
79778	@USER #Carrey is a #pervert himself!	IND
89952	\\\"@USER @USER @USER @USER @USER philosophically speaking, can a hippie, crazy cat lady who supports antiFa still be called a fascist\\\"\\\"? literally asking for a friend who's a constitutional \\\"\\\"scholar\\\"\\\".\\\"\\\"\\\"	IND
43876	@USER Bullshit! My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams  fans. No one is above the game.	OTH
88613	Chances @USER got @USER ‘s Mario Cart penis confused with one of the few thousand she’s had since then. Can you remember what a specific slice of pizza 🍕 you at 15 years ago looks like? Dems like ancient memory based accusations #ConfirmKavanaughNow #MAGA	IND
40559	@USER hmm i'd do something like getting really high quality artists to draw really boring cars like a fucking 2002 grand prix or something	OTH
83240	#Hypocrites #DemocratsHateAmerica #LiberalismIsAMentalDisorder EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT... URL	GRP
64189	-____-  No other 1st world country has bullshit like this because they don't have BULLSHIT problems like this  Fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control  URL	GRP
40152	@USER you are a racist fake site of fake profiles with fake pictures of scammers who block you. also you delete accounts for no reason and block emails for customer service. same fake people on by the hour. all date sites are fake who create the profiles themselves.	GRP
24268	@USER @USER Xtc isn't going to help you sleep hahahah but it will help you feel better after how Rockstar is shitting on us. Or did you mean sleeping pills😂	GRP
81184	@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!	OTH
63524	\\\"@USER @USER @USER @USER @USER @USER @USER This women is a vile example of the far left lunacy. She is using the Alinsky, Rules for Radicals Handbook.\\\"\\\" No matter what u have to do, (lie,steal,use violence etc. )u must destroy the conservatives. They lack character &amp; have no moral code.\\\"\\\"\\\"	GRP
40415	@USER Innocent until proven guilty!         I think time has run out on this! And personnel I think she is lying! And someone is paying her to lie! JMO	IND
60658	@USER @USER @USER She is a terrible person.	IND
28980	@USER LMBO! She's like Pelosi. She thinks she important because she is a female. She is a destriment to society and Real Women!	GRP
99381	@USER You’re Yesterday’s #FakeNews trying to make a comeback at the desperation and obstruction of Do Nothing #Liberals &amp; #DemocRats. Who cares what happened when you were a Minor in high school. You’re not the victim here. Just another MeToo sexual misconduct Baiter and Switcher.	IND
41268	@USER @USER @USER @USER @USER Monkeys have been used for centuries to dehumanize black people but none of that has anything to do with the 5th largest economy in the world and a 9 billion surplus. Everything else you are saying is nonsense. Againtske your L and leave	GRP
33118	@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂	OTH
98575	@USER The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got.	IND
1157597181018365953	fake friends are the worst	OTH
1161565357645209601	@USER the worst	OTH
33592	\\\"@USER René, it is not your fault.\\\"\\\"  She does not specify just what isn't.  All of it.  He did not make his father do anything.  His father chose to be the coward he was.  At he question, her hand rose to her throat, clasping it lightly. She is ravenous.  She has been for some time-\\\"\\\"\\\"	IND
83927	@USER Booo.  Hooo hoo  who raised these spoiled brats ?	GRP
1156476178116464641	fr the richard madden news literally just ruined my entire fucking mood	OTH
74831	@USER Trump kicks dem butt - its so fun.	IND
31252	@USER You are ridiculous and need to retire!	IND
12310	\\\"@USER Conservatives who quit rather than fight betray every claim that cons are patriots\\\"\\\" &amp; \\\"\\\"will fight for our Constitution.\\\"\\\" It reveals extremism &amp; defeatism at once. Dems KNOW they will win if they stick together. History PROVES it.\\\"\\\"\\\"	GRP
13874	@USER @USER @USER Here your proof!  Our African 🇺🇸 friends don't get free college.  The Demoncratic are putting illegals over 🇺🇸 ppl. These Antifa Ninja Turtles running around acting like jihadist and never lived a real life experience. Most of these Antifa colleges kids are White privileged	GRP
86652	@USER She’s a great comedian. Where as you are a great....nothing.	IND
54991	@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.	IND
83365	\\\"@USER @USER You can't be this dense. The point is the same - you can't presume someone is guilty just because they're part of a group that's a popular target.  For southern whites in the 40s, it was black men. For modern liberals, it's conservative white men. They're the devil\\\"\\\".\\\"\\\"\\\"	GRP
49326	@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣	IND
49163	\\\"@USER @USER @USER @USER @USER @USER Nobody wants to take your guns, we just want gun control of what guns we will allow you to have\\\"\\\".\\\"\\\"\\\"	OTH
43465	@USER He is the worst speaker ever!	IND
32870	@USER you are like a real life cartoon character!! I love and respect the shit out of you for it. Keep doing you	IND
30337	@USER Fuck u	IND
1188366435766038529	Half fks are the worst ever	OTH
50050	@USER Fuck my bad leslie i def added you tho ! Lmao im give it to ypu now	GRP
24910	@USER Political hit job. What a slap in the face to all the women that were really abused. You liberals know this is a hit. Your leader @USER told you to lie and do whatever you have to do to regain power. Pathetic	OTH
95617	@USER @USER My dumbass was really thinking how in the hell is she been pregnant for the last 6 years😭😭	GRP
70501	\\\"@USER I'm glad you think so. I know you could kick his ass yourself, but I'll always have your back.\\\"\\\"  He knows he is doing his best.   \\\"\\\"That's awful. That you had to live like that. No child should have to experience such things.\\\"\\\"  Shitty people like that should not be allowed near+\\\"\\\"\\\"	IND
94345	\\\"@USER how does what I'm saying relate to gun control. if police departments will not prosecute their own family\\\"\\\" then it's time to limit their access to all weapons. A police department reluctant to acknowledge their own wrong doings and correct them dont deserve access to weapons.\\\"\\\"\\\"	OTH
63235	#HanoiJane Fonda Campaigns for Gun Control Measure; Will it Backfire? -   Liberty Park Press URL	OTH
39364	@USER Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.	GRP
11671	@USER @USER @USER Totally. Just shown herself up to be a spoilt narcissist. The comment to the umpire that he will never be at her matches for as long as he lives? Just who does she think she is?? Not gracious in defeat. A disgrace to the sport.	IND
60323	@USER #metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER  POSTER CHILD for USING Woman	GRP
75449	Shame on @USER @USER @USER @USER @USER and all the rest of the left wing media that are not doing their jobs and purposely looking the other way. This is the best example yet of their #FakeNews bias. #MAGA #WalkAway from the bias and corruption of the left. URL	GRP
31714	\\\"@USER @USER How am I villifying him? He literally did have a 2 hour rant about imaginary bolsheviks and how women should just stop complaining. If you think that is no true wrong\\\"\\\", then well, I got news for you buddy: it means you are as shitty as he is.\\\"\\\"\\\"	IND
51609	@USER Carrey is a sick man!!!	IND
45236	@USER David stop it with your logical connections.... True journalists like you are not in vogue..	OTH
84724	@USER Fool on the Hill !	IND
92636	@USER @USER He also thinks it’s a success doing nothing about gun control with kids being murdered in their schools by people who have no need to possess guns!	IND
50431	@USER @USER She's probably a millionaire now and once they get paid all that money to slander and ruin someones name they go away because they don't want to get sued  for slander/libel. The Democrat Party pays a lot of money to get people to make false accusations against conservatives.	GRP
79923	\\\"2) I am absolutely furious with my fellow conservatives when they say, This sounds credible,\\\"\\\" or, \\\"\\\"If it's true...\\\"\\\" Do you guys have short-term memory that only goes back 90 days?\\\"\\\"\\\"	GRP
32897	@USER He is a DUMBASS !!!!!	IND
88745	#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what	IND
72274	@USER @USER has stated that any talk of Zionist involvement in 9/11 is metaphysical masturbation because he is a disinformation agent taking advantage of people of lesser intellect. He should be ashamed of himself but he’s not because he’s #Zionel	OTH
34819	@USER He is phony and opportunist. Look at the millions he is making out of gullible people. Lets see if he donates millions he has to help his hometown. Oh well its people’s money they use. Their money is untouchable	IND
80342	@USER @USER Right... disgusting! I can’t tell if these acc is a man or woman but he/she is sick.	GRP
20691	@USER @USER @USER She is a wart on society	IND
42883	@USER Gotta keep that gun control law to get those terrorists	GRP
13105	@USER vs Antifa. I know who my money’s on. But seriously this is such a stupid thing to do. URL	OTH
49299	@USER But antifa are only anti fascist (Romney told me so) she wouldn't throw a brick at you unless you were a na... 😧	IND
65323	\\\"@USER The democrats are becoming more despicable by the day! There is no bottom to their vitriol and lies\\\"\\\" barrel.  Why liberals go along with this makes no sense.\\\"\\\"\\\"	GRP
68840	@USER Chelsea is as crazy as her mother	IND
98131	@USER This one is tough. It‘s too easy to hold a grudge but fucking hard to let go.	IND
90654	@USER What she is proven??? Lies???	GRP
99193	@USER Why doesn’t he leave the country if he is so unhappy with America	IND
36537	@USER @USER @USER ...unless you are good with an accused rapist sitting on the highest bench in the land. I'm sure your female constituents would love to hear you explain that away...	IND
92373	@USER @USER @USER @USER @USER @USER @USER And your President respects all of that. You liberals do not.	GRP
22137	@USER @USER Ikkk he is a fucking prince 6al3 mn al stories bta3in Disney kida ahhooo😹😭😹😭😹💜💜💜	IND
81253	@USER He looks like he’s been sucking on a lemon before he goes into those hearings.	IND
71268	@USER May as well ignore her since all we are doing is giving her the attention she so craves.  She was such an adorable child..... but she never had a good enough body for nude love scenes so now she is searching for the attention she desires with bovine fecal posts.	IND
70376	@USER  @USER is inciting VIOLENCE via Twitter to accounts supporting POTUS. He has made lists to have us targeted by ANTIFA...etc.	OTH
36253	@USER The game sucks	OTH
81738	@USER Wrong 99 percent of the time she is in a bed or laying down suntanning all summer long she is bland like a dry piece of toast! ... carry on #BB20	IND
30937	Democrats and their double sided hypocrisy. Is this any surpise... #MAGA #ConfirmKavanaugh  #PJNET URL	OTH
53176	@USER Here is the problem with the left....they can’t have an intelligent debate on an issue. Want to prove a point? Have Norm on and question him about his comments and have points to counter his comments. Instead the left just silenced him. Shows their lack of intellegence.	IND
52798	@USER Google go to hell!	OTH
49109	@USER Oh well. Its tje liberals and socialists who have made drug addiction fashionable and doable with “free” supplies. How bout some $$$ for diabetics who face ongoing supply costs? No?  But we forced to pay for these losers?	GRP
51687	@USER Still better than Spanish it's so fucking boring and the teacher grades us based on how sexually active we are 😒	GRP
90064	@USER @USER @USER The bigger problem is liberal gun control nuts that want open borders to try and ‘cleanse’ a society from established cultures. Then create a ruling class or a communist structure that has been proven to fail. England is now a Muslim breeding ground. Shameful	OTH
51584	@USER @USER @USER @USER There are no timely responses in rap beef LMAOOOOOO Nas took THREE MONTHS to respond to Jay and he bodied him. Em always takes a month or more. Where did y'all get this timely response shit?	IND
39471	@USER And how is the investigation  against your son the antifa  Terrorist going	IND
1161812775439458304	@USER u are the worst fucking team....absolute 🗑 ur whole team	OTH
77529	@USER Woodword's book is slander.  He is nothing but a Clown Tool!	IND
84452	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I never talked about gun control in any form.	GRP
32705	@USER More misleading nonsense. It’s like you are incapable of straight News. Fake through and through.	OTH
25270	#RedWave a coming!! That's ok tho. No conservative will harm you b/c of your political ideals.  Cant say the same for liberals tho. Liberals can be vile and nasty to opposing views. URL	GRP
21146	@USER They embraced Antifa. Career killer.	IND
1155943219948974080	@USER CNN fake news media enemy of the people suck	OTH
34510	@USER @USER @USER Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss	GRP
84287	@USER Climbs up the charts in Christian Music...only to wither as a fig on a tree as a false prophet. That is @USER	IND
62585	\\\"@USER @USER @USER I purposefully had my damsel\\\"\\\" be a bit of a badass. She is saved by the protag, saved by the third party member, and sticks her neck out to save their hind quarters just as often (if not more!). Sure, she may have ulterior motives (*evil laugh*) but she's still pretty kickass!\\\"\\\"\\\"	GRP
46150	@USER Fake News or PROPAGANDA is the ENEMY of this Country	OTH
23139	\\\"@USER @USER Indoctrinated 🐑 programmed to believe EVERYTHING #MSM #Propaganda tells you to.. The left are the nutcases.\\\"\\\" Acting stupid in a Senate hearing, antifa. Hate filled\\\"\\\"\\\"	GRP
99396	@USER @USER @USER Stop lying liberals. He said that is absolutely nuts	GRP
29381	Maybe he was smart enough to get on the #TrumpTrain and tired of getting run over by it! Unlike you and your sycophants.. URL	IND
34887	@USER @USER yeah keep mocking her right into a yes vote	OTH
22102	@USER Must be driving liberals crazy!	GRP
40962	@USER @USER SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER	GRP
1156540719567429637	@USER Even corrupt free Britain is part of this shit	OTH
57303	@USER Another falsehood. I don’t think anyone wants to abolish the 2nd Amendment. A growing majority want sensible gun control in the form of better background checks and the banning of assault rifles. Trump will say and do anything to rile his base. More snake oil.	IND
1159932036502757379	@USER Call the police this is stupid	OTH
85481	@USER @USER He gets confirmed. Conservatives don’t care that he’s a rapist. At all.	GRP
29049	@USER 😂that zombie walk was a little scary. Remember when that zombie said he was going to eat Shon’s butt💀	GRP
57823	\\\"@USER Evidently they don't care that their study\\\"\\\" is flawed from the start. They just parrot the misleading info from Everytown &amp; all the other leftist gun control addicts/sites.\\\"\\\"\\\"	IND
41272	\\\"#conservatives everywhere in my small red town, kids need to be spanked and put #God first. They need to know consequences!\\\"\\\". Also them, \\\"\\\"#BrettKavanuagh shouldn't be held responsible for something he did at 17!! #Hypocrites @USER how do sleep at night?\\\"\\\"\\\"	GRP
63840	@USER I think I’ll blame all the dumbasses for gun control	GRP
32036	@USER @USER @USER @USER Obama will be remembered as the man that destroy libya. Imagine if mi6 or cia give blm or antifa guns and wages war vs trump. Then they control the msm and say trump use chemical weapon to legalize their coup. The blood is on obama hand.	GRP
39663	@USER The Irony is that most murders are done by illegal gun users who are gang members . This predominantly only affects Latino and black families. The problem is not gun control the problem is judges who let violent gun offenders back on Street after shooting someone.	GRP
33096	@USER Hahaha BIG thighs is not going to make it	IND
10555	@USER @USER @USER  This is because Japan have a PM with COMMON SENSE &amp; FORESIGHT. They do not pander to Muslims like MAY does. TORY POLITICAL SUICIDE - G.E. 2020 😄 URL @USER ex TORY	GRP
69466	@USER Mann i ain’t that smoove booty like you gee 😭😆🤷🏽‍♂️	OTH
22207	\\\"@USER @USER @USER Yes, American women are waiting......to be allowed to continue SLAUGHTERING babies.  Mao, Stalin and Hitler all killed babies too.  Liberals are pathetic, whiney, crooked, yet, say, we are for the children\\\"\\\", except they slaughter babies!\\\"\\\"\\\"	GRP
47338	@USER Hahahahaha-sure-She’s just a Spoiled Brat-and goes berserk when she’s beaten-	IND
