id	tweet	lbl
90461	@USER   NO ONE needs hunting in Canada Spread the word.There is no place in a civilized society for rifles and shotguns.The Coalition for Gun Control has 200 associations behind us to support and the Liberals. In the name of the safety of our kids Mr Blair ban those guns.	IND
79727	@USER BITCH I TOOK FOUR YEARS TOO JDKDKDD	IND
90654	@USER What she is proven??? Lies???	GRP
46819	@USER “Let’s just say she is the most selfish writer I’ve ever come to know.”	IND
34316	@USER He is useless.   I hope he has plenty paper towels. Why can't he act like a grown up???	IND
63886	@USER Oh GOOD WE CAN START REMINDING PEOPLE ABOUT THE WORST ADMINISTRATION IN HISTORY OBAMA the I will not help blacks and Hispanics president that sent a plane filled with cash to Iran sent guns to Mexico so they could kill people and start a gun control riot and started Ferguson riot	GRP
1160218993271160832	I hate it is the worst 😭😣	OTH
47014	@USER @USER Nurse is valuable in his own end!?!? Have you watched him play? He rarely gets the puck out in first attempt. Also not all that spectacular defensively. Not worth what he is holding out for.	IND
63371	@USER Doing soooo much better than the big Zero and his losers	GRP
11618	@USER He is so very stupid. Or is it he is just so concrete??	IND
71844	@USER Bitch im gonna see you on december dont me. We have to see each other	IND
28503	@USER @USER @USER @USER @USER And guys like you are the fat yokels.	GRP
29203	#tytlive Trump needs to go because he is a danger to the country and the world.  Any way we can get rid of him is good	IND
42031	@USER Hate mongering is No solution for NFL KNEELERS - change up your playbook losers	GRP
36284	@USER We get shit transported from Africa niggas told me they seen venomous snakes Iguanas a beetle the size of a car tire lmaoooo 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ all kinds of shit	GRP
95077	@USER @USER Dear Fatties Against Fascism... #WalkAway from the Democrats.... Antifa = Democrats = Dixiecrats = KKK  There are no fascists in America.  Same hate. Different colored hoods. Party of hate since 1828 URL	GRP
53781	@USER @USER Anyone who supports gun control is a racist.  Just like Shannon Twatts	GRP
58734	@USER President Trump is keepinghis promises but this is the real reason he is hated. URL	IND
83961	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The FBI would be the proper authority to administer this polygraph despite their corruption at the top of their organization.	OTH
67453	@USER @USER @USER @USER @USER He is a malignant narcissist.	IND
91741	@USER I want to fight one of you for real you are taking the piss URL	IND
90194	@USER @USER Go home you’re drunk!!! @USER #MAGA #Trump2020 👊🇺🇸👊 URL	IND
26674	@USER @USER I'm sorry but damn she is hot af	IND
1160815228583587846	@USER Preach that shit twice on Sunday.	OTH
35902	@USER @USER You realize how useless your argument is? If you drunk drive you get arrested. You're punished. If you kill someone while drunk driving that is murder. There are rules AND regulations AND safety precautions for both drinking AND owning and operating a vehicle. We need gun control	IND
86611	#Dems are disgusting. They only believe women who accuse conservatives of abuse crimes. When liberals are accused, they ignore the accusations. URL	GRP
47251	@USER You are a big blot on the dharmic Kashmiri Pandits community. In the name of modernity you have lost all sanity which reflects in the way you have supported this loony womans  hinduphobia.	IND
14997	\\\"@USER Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control\\\"\\\". URL\\\"	IND
43619	\\\".....\\\"\\\"  And he is shuting up.  Don't mess with Yumi. Don't ever mess with Ms. Yuzuki.\\\"\\\"\\\"	IND
77307	@USER @USER After seeing the contents of the post @USER I for one are pleased with the legislation we have in regard of gun control. On the other hand legislation does need to be improved to support mental aid to this individual. He has to be sectioned.	GRP
1161113592147730432	We building this shit from the ground no excuses	OTH
54532	#Liberals had some sort of mutual masturbation awards show. This is me still not caring.   @USER @USER @USER @USER URL	GRP
39865	@USER Fuck bfa im going back to rift	OTH
82230	@USER You are a disgrace go home you are not the President anymore. You are breaking tradition of the former President stepping aside. This is no longer Obama’s country this country belongs to We The People not your sheeple #MAGA @USER	IND
85553	@USER That's because you liberals have no morals anything goes with your kind drugs sex child endangerment	OTH
27243	@USER Obviously its ANTIFA who is threatening her to force her to continue the charade	IND
46678	@USER You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥	IND
1186006627872366597	@USER I FUCKING AGREE DUDE TRAPS ARE THE WORST FUCKINGNJAJAJXKALLAAL	OTH
17387	@USER I'm not an asshole libtard.	IND
45068	@USER She is drinking so much koolaid she’s bloated.	IND
98731	After the twitter purge was over and black nba twitter changed their accounts back from MAGA white folk URL	GRP
10181	@USER @USER @USER Please stop calling the losers “Elite”	GRP
61760	@USER @USER Do you hate him that much. He is OUR President.	IND
1187652389085433862	@USER And they should also ban the corrupt, fake news network CNN.  It is the worst of the worst.	OTH
14179	@USER @USER what is this shit right over here? I also showed to my polish friends and they are quite triggered	OTH
43388	@USER Hope it’s full of pot holes and smells like shit	IND
1156923403544268801	@USER Fuck the police	OTH
1161033779789668358	@USER yes fuck the woRST PLACE TO STOP	OTH
46844	@USER @USER Yes you are. you’re just too blind to realize it	IND
1186113930793488384	@USER Us looking at the shit 😒	OTH
83758	@USER Yet another really stupid take by Erick. He is a single issue thinker...overturning Roe. Anything that gets in the way of that is to be mocked and trivialized. He has no other core beliefs.	GRP
42456	@USER Dam white slave owners	GRP
17605	#KavanaughConfirmationHearings Crazy Dick Durbin using the confirmation hearings to try and push gun control. He is using this hearing to make speeches and push an agenda. The whole thing has been a circus of Democrats pushing an agenda while vowing to vote no on confirmation.	IND
69157	@USER It seems that the more often these types of events occur the more the gun control and safety debate heats up. I believe eventually state legislatures will pass laws providing schools with better protection but it is sad that these events have to occur in order to push the agenda.	IND
77364	@USER The vile creature is trying to portray herself as some fierce bitch at the same time she knows that's not what the gun control conversation is about. Paper tiger	IND
74426	@USER Another typical liberal who espouses  gun control but uses hate and bullying.	IND
53436	@USER Amazing how the POPE is afraid of the truth	OTH
61063	@USER She worked for @USER before he fired her for her comments on The View. She is inconsistent all over the damn place.	IND
55574	@USER I know sex sales and we all know Ridge was going to choose his daughter jmo I wanted Hope to get it	IND
81640	@USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL	GRP
42088	@USER @USER This is absolutely hilarious. Liberals are so predictable.	GRP
28924	@USER @USER @USER Except when it comes to tyrone Woodley. Lol you ate your words eh dan. 45 mins about how great till was and why Woodley wasn't that great. What happened bud? Some fucking expert. 74-1. Stfu dan hardy.	IND
33983	(Albert)  Conservatives are spreading the lie Anderson Cooper faked a hurricane... URL	IND
85796	@USER YOUR TRASH!!!!!!!! But she would have been  A great coach if you wouldn't listen to zodiac....... But you are sagittarius you hate to be told what you can or cannot do......... Like the coach from Michigan wolverines hshshahhsjjjsjsjs....... You keep PRAYING  now you hear.	IND
99844	@USER @USER Donald trump said Mr Cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in Texas in Dallas America can't trust him he is a lier then how can he stand up for him down there in Texas campaing	IND
71401	@USER @USER David stop been a mouthpiece for the anti gun people you r nothing but a worm looking for fame now remember that antifa BLM and all the radical left groups are violent and hurt people too but of course you agree with them	IND
81793	@USER @USER @USER That does not change the fact that Muslim Linda Sarsour deliberately sows hate and division. She is a fraud who pretends to support women's rights. Does she protest Islam's discrimination of women. NO.	GRP
88941	@USER She is so damn cute! Def with the facial expressions	IND
80515	@USER Gun control - no guns if you are a liberal!!🤣What an idiot...	IND
25019	@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄	GRP
36326	@USER yeah but xenoblade sucks	IND
95458	@USER @USER Trump has no interest in caring the safety of the country.  He doesn’t care about gun control.  So far with all the shooting in the country.  He doesn’t care... he is a selfish person.  Everything is about him	IND
45761	@USER He orchestrated/provoked it so that he could cry that he was the victim of a yet another conspiracy...He’s such desperate weirdo.	IND
74372	@USER And there's more murder gun deaths in states with strictest gun control. So how ignorant does that fact make you	GRP
1159473817217114113	@USER that kind of shit deserves a call and complaint to the police department, and local media	OTH
60966	You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL	IND
50073	@USER I thought it was because you weren't very funny and lacked in talent as a comedian.	IND
89422	@USER @USER Quick Preview Summary:  Blame Democrats Blame Obama Blame gun control Blame blacks (passively) Blame Democrats	GRP
84112	@USER @USER Because he is a traitor	IND
11628	\\\"@USER @USER @USER Trump wanted to be president because he is a narcissist. He still lives a great life\\\"\\\" but only now we, the taxpayers, are footing the bill! Impeach Trump now!\\\"\\\"\\\"	IND
94169	@USER @USER SHE IS A FUCKING MESS!! I HATE HER SO MUCH	IND
96457	#Antifa: Take note of how to protest with civility.   This is why socialism (aka communism) will never win. It is inherently evil and unsustainable. URL	GRP
26267	@USER @USER @USER @USER Who has what to lose? This entire thing is to block Kavanaugh. Because he leans a bit to the conservative side and was nominated by Trump. This is the liberals playing games. If you can't see it you've been brainwashed by mainstream media.	GRP
98575	@USER The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got.	IND
56071	@USER This isn't ya finest moment hun. Try again once you fix ya shit and knock this tweet away.	IND
18252	@USER @USER She is a Republican. Do you actually expect any different. And as far as her calling the opposition money a bribe she should be used to that by now bribes that is	IND
35430	@USER @USER Is he?  Does he know this?  You sure he's not out golfing??  Or maybe tweeting like a lunatic.  I bet he is planning his next #MAGADingDong rally.  He was never President.  You are just to brainwashed to realize that.	IND
94756	@USER damn what i would do to be able to eat that pussy	IND
1188714155953418241	convergence is the worst fucking map in d2 PERIOD	OTH
1159455505552560128	Niggas put on dem white forces and start walkin like they pregnant.	GRP
41268	@USER @USER @USER @USER @USER Monkeys have been used for centuries to dehumanize black people but none of that has anything to do with the 5th largest economy in the world and a 9 billion surplus. Everything else you are saying is nonsense. Againtske your L and leave	GRP
41438	All two of them taste like ass. URL	GRP
1186141596347256832	Niggas deserve all the slander they get	GRP
26346	@USER Never had. Let's fuck it up.	IND
84594	.@USER If his Constituents support him they are as craven as he is. If they don't they need to VOTE HIM OUT! URL	GRP
1188507968377102338	@USER @USER fat idiots people like them are a joke how can they do this, they can see that poor camel can't get up.	GRP
13088	@USER man I woulda just started hitting the wall with that shit.  It ain't nothing by dry wall and some wood beams.  I'm getting through that door if I'm him.	IND
62156	@USER America will be better off once you retire Flakey Jeff Flake.  Go away.......	IND
1162105894169128962	tldr; yall white people be disgusting as fuck to rassclat	GRP
47741	@USER As well he should! These people are the DREGS OF SOCIETY - NOT THE PRESIDENT'S SUPPORTERS! At least we didn't try to stage a coup d'etat!  #QAnons #GreatAwakeningWorldwide #JoeBiden #MAGA	IND
38709	@USER #LikeNoOther #GameStopContest Laura Croft is great because she is a badass!	IND
42118	#LindaSarsour is #FakeFeminist she's pushing #ShariaLaw and #AntiSemetic and #Liberals are buying it she was born in Brooklyn to #Palestinian parent's whom are #AntiSemetic and #AntiAmerican proves that leopard can't change it's spots.  #PcLiberal #WakeUP URL	IND
49059	@USER Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this shit	OTH
27913	@USER #DavidHogg, you're nobody.	IND
19886	@USER AntiChrist. The Roman Catholic Church is a House of demons.	OTH
48370	@USER Blame Trump for the weather and the corruption that existed for decades in PR. What an ass typical democratic	IND
31566	URL WHY isn't Peter Strzok and Lisa Page in jail? They are traitors to the United States and it's people! The US does not have a two-tiered system for lawbreakers. #LockThemAllUp  #DeepState  #DrainTheSwamp  #MAGA #WalkAway  #impeachjeffsessions  #DOJ ???	GRP
87056	@USER @USER No they aren’t! They have all said she could speak in or out of the public &amp; she should be heard! Stop spreading lies! Of course u liberals think u should just ruin his life with no evidence	GRP
99068	@USER You are apiece of shit! WHY WOULD YOU KILL THAT ANIMAL? How is your mother?	IND
1161932838700232704	@USER they owned that shit	OTH
85036	@USER Yeah - because ANTIFA are nothing but violent thugs who assault anyone and everything.	IND
1160342294157021185	@USER ain’t that the fucking truth	OTH
1187540266636365826	@USER @USER I hate the stupid fake news telegraph	OTH
1187233643845971969	And some of these idiots are on other House committees  Fucking embarrassing that idiot cretins like this claim to represent us.	GRP
54316	@USER Carrey is a pig🤬	IND
96697	@USER @USER @USER That’s a people Chicago hell gun control works in their town	OTH
59773	*screams @ own ass* im not gay you are URL	IND
87713	\\\"@USER @USER WTF @USER &amp; @USER seriously... what manner of bigoted platforms are you running that label an exhortation for children, black or other, to Stay In School\\\"\\\"?  #JackDorseyIsAbigot  #MAGA #KAG\\\"\\\"\\\"	GRP
96437	@USER I’m just here to see which liberals decide to politicize this tragedy (despite Cincy having tight gun control)...  👀	GRP
44573	@USER everyone's ragging your ass on Puerto rico Don. The mayor put a stop to the work being done out there a while back.	IND
70775	@USER @USER Just block the idiot. He's not even worth this post.	IND
16333	#Democrats #Liberals you are being #threatened by #Armed #Nazis and you talk about #disarmament of yourselves and of #Disconnection from the #Military #Lifestyle ?  You should #broadcast your #Armory and #killSkills #RightFuckingNOW URL	GRP
21615	@USER @USER I think he is racist out of touch with reality he treats the presidency like a reality show we’re he is starring he has no empathy he is suffering from narcissism he has an in ability to tell the truth he may be mentally incapable of being the President of our Country URL	IND
58830	@USER I muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for Mexican rap like he isn’t some kind of pedo garbage.	IND
50771	@USER He is a beast	IND
24340	@USER @USER The left have become a bunch of thugs. #NancyPelosi #chuckschumer	OTH
64838	@USER @USER @USER You’re the embarrassment who should be kicked out of the @USER	IND
94623	@USER @USER Kind of why we need NATION-WIDE GUN CONTROL. Are you really that stupid?	IND
21610	@USER @USER @USER Again for the hard of hearing: An AR15 is an INANIMATE object. An AR15 is not INHERENTLY evil. Gun control DOESN'T decrease gun violence. Armed citizens are LESS LIKELY to become victims of mass shootings. The Holocaust was not prevented by BANNING ovens.	GRP
1157729507081629696	@USER Still surprised they didn't remove that shit	OTH
65618	@USER That shit got me dead!! Eager ass boi!	IND
38878	@USER @USER These liberals have no problem lying.	OTH
92257	#Manitoba - #NDP leader Wab Kinew on the #carbontax URL Are you proud of yourselves @USER and @USER You allow the NDP to come at you from the right? You're all as insane as the #Trudeau #Liberals #Winnipeg #Canada #MBpoli	OTH
94184	@USER You are right he is a sorry little man...	IND
13566	Democrat can't even compete w @USER #MAGA URL	IND
97410	#GeoffreyOwens niggas don’t really understand...levels to career pursuits	IND
30245	@USER If only Martin were as obsessed about Christ as he is with homosexuality.	IND
1161384439269609472	@USER @USER CNN sucks! Nobody turns that  crap on at home.	OTH
65270	@USER I hope that ENTIRE police department gets shut the f*ck down!Obviously you all feel like you're above the law.Obviously you are incapable of holding your OWN accountable for breaking the law.Obviously you undermine everything a police officer&amp;dept are SUPPOSED to be/do. Shameful!	OTH
61942	@USER A quick way to get yourself killed.  Thanks Antifa!	IND
12774	@USER Holy shit- how brainwashed can ya be?	IND
74011	#UnsealTheDeals of #Congress Sexual Assault #SlushFunds NOW pls @USER 🙏 #MAGA bc #WeThePeople WANT to Know! The #Hypocrisy of #DoubleStandardDEMs is SICKENING! 👈 #DeclassifyFISA 👈 #DeclassifyRelease302sUnredacted 👈 &amp; #DeclassifyPOWsDocuments while yr at it. 👍 #DarkToLIGHT URL	GRP
28562	@USER @USER is mentally disturbed	IND
21177	@USER  Money better spent on American Mental Health or gun control Sandy hook Vegas Concert Theater Shooting Church in Sunny Springs	OTH
31616	A bitch just be minding her business 💁🏽😂	IND
1156548693136478208	@USER @USER Cnn sucks. All network news is shit. If it's not OAN, it's trash tv.	OTH
1158939032216375304	Make Racists Afraid To Get Hit In The Teeth For Acting Like Assholes In Public Again	GRP
45622	@USER @USER She should be prosecuted to the fullest extent of the law.  The tragic waste of such a beautiful person!  Her incompetency and hasty judgement has ruined his family and friends lives.  I know she is devastated but that is little comfort to his loved ones.😔🙏🏼	IND
27631	@USER WAPO what an idiot comment you are a disgrace to journalism VERY SAD	IND
46354	@USER She is such a witch	IND
61533	@USER ajsjjsjdkkdjdk i want him so much he’d literally tell me to die and i’d obey him	GRP
25855	@USER Bye bye Flake you Flake! Don’t let the Senate door hit you in the behind on your way out. @USER @USER @USER @USER	IND
29688	@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.	GRP
23548	@USER @USER @USER And your gun control has failed to reduce homicides.  Your homicide rate has not dropped after all of those gun laws.  It has however rose.  Enjoy bending a knee to the people who don't really give a shit about you though.	IND
28684	@USER If you are looking for hard heads you only have to look at the Republican Congress	OTH
70368	@USER I cant believe he didnt work in comet pizza. Now that Alex Jones is muted these conservatives are so lost.	GRP
32374	@USER They're all Democrats right?   They're not hiding it anymore! #FakeJournalists  #FakeNews  #NoHonor #MAGA	IND
26457	@USER @USER @USER @USER is not a difficult woman she is a far left leaning bitch. She has no place in unbiased commentary on any platform. Get rid of her.	IND
67926	#Democrat controlled city with strict gun control laws and @USER wants to blame the #GOP Um, isn’t it you rich #Democrats trying to keep the blacks in poverty? #WalkAway URL	GRP
26773	@USER He can suck it.	IND
84623	@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl.  She could hardly deal with a little harassment from Antifa. #NothingLower	IND
77406	@USER Your so correct! Liberals r so easy to figure out! Make America great again  Get rid of All liberal Woman	GRP
32717	\\\"@USER If only he were the craziest MF out there. Sadly, he is NOT. There are far worse examples of good Christians.\\\"\\\"\\\"\\\"\\\"	IND
1185972939201626112	niggas sit up on the social all day &amp; talk bout bitches like damn stfu with y'all faggie asses	GRP
81890	@USER @USER As I have said the media and money Soros with dip shit Waters is creating a civil war.	IND
42212	@USER  yet another “good guy with a gun....”🤦‍♀️ WE NEED COMMON SENSE GUN CONTROL LEGISLATION #doSomthing @USER #VoteTheGOPOut #CountryOverParty  Documents: Alleged mass murderer thought wife was cheating URL	OTH
20522	#bb20 actually question why do people want Jc to win more than Angela? He has been way meaner, says the n word repeatly, makes fun of eating disorders, and sexually harasses houseguests.She is just as much as an underdog to win so dont use that excuse. #bb20  #tangela	IND
11305	@USER Carrey is becoming weird like peewee Herman...	IND
78420	@USER Disgusting.	IND
12108	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are not very smart are you? Why do you think Gen Flynn’s sentencing keeps being rescheduled? URL	IND
73118	@USER @USER @USER @USER @USER I did not admit anything! Read my Tweet again please! English is my 3rd language but I am rather good at it! Antifa are the Nazis! They can name them self the Messiah they would still be thugs fighting against freedom and free speach! BTW free speach is not hate speach. Man up!	GRP
81765	@USER OMG another bigot showing he is basically gutless - sounds much like Donald 😂	IND
62079	@USER @USER is a very lost soul! His father f**ked him up real good!	IND
32846	@USER @USER No. I think he knows @USER is going to lose anyway and he has nothing to lose in this battle. He is like a suicide bomber can only think tactically unfortunately he can only lie to stay in news.	OTH
38422	@USER @USER @USER @USER Kamala Harris is rapidly gaining a reputation as the most dishonest senator	IND
29199	@USER How? You can’t just say “Wrong” with no evidence for why it is. You said you agree with Sargon I’m pretty much every subject but gun control and healthcare. That’s not what a centrist believes.	IND
1155894760114196486	@USER Kingdom got nazis I thought that shit was in China	OTH
37694	@USER Ok but please understand that I am not one of dubakoor mumtaj dubakoor army. I only support her for certain things. I get what you are saying and I don’t understand how she has survived from up to this point. For me she is not fit for title winner.	IND
71527	@USER Fuck you are killing me lately 😂	IND
1155921722903859200	With All Disrespect sum of y’all niggas Sum Bitches	GRP
18381	\\\"@USER A little note for @USER -the Bible ( have you ever read that?) says that if the Holy Spirit is in us that we can fight off the devil. You lie and claim that you are holy (no human is holy by the way) so how dare you blame the devil? Your new name is Pope False Prophet\\\"\\\".\\\"\\\"\\\"	IND
92215	#Emmys  Well, most of those ex-crackheads are liberals and Democrats; so ...	GRP
71869	@USER @USER .@USER you want publicity? Try doing a video apologizing to your fans for kissing trump’s a$$ while burning that maga hat. Puhlease you were just apologizing to drake &amp; posting video of your daughter singing the Kiki song. So stop it. Nobody’s buying this album either URL	IND
1162065003903459328	pjms the worst disease ever	OTH
1187284758742519809	@USER Story of my fucking life	OTH
1162441316275499009	@USER It’s a fucking party	OTH
41563	@USER This is so entertaining. Nobody has thought about Montel in years... and you are picking a fight with him. This is incredible. Such a feeble mind you have.	IND
81420	@USER @USER Liberals didn't want to hear from Juanita Broderick.  She was ignored. Liberals don't want to hear from Keith Ellison's accuser.  Double Standard	IND
1158407256322428928	@USER I'm 35, single, and my family doesn't say ANY of this shit to me	OTH
1186651682765246465	@USER @USER These politicians are a lying bunch of hypocrites!	GRP
94425	@USER I do not believe Erick Erickson exists. I do believe he is a Democrat PR firm creating a “Republican” persona to have it say idiotic things to discredit conservatives.	IND
51029	@USER what about all the refugees that destroy the country ( radical Islamic )!! You will get out them to their countries? #cleaningcanada #canadaelection2019 #canada #Conservatives	GRP
70172	@USER Eric Holder should be in prison.	IND
36226	@USER @USER F Hope! Since he’s ‘NOT smarter than a 5th grader’ maybe she is!	IND
81929	@USER @USER She is so stupid it scares us average Americans that she makes decisions on our behalf	IND
48657	And have a bitch thinking you niggas have money and you tf don’t.	GRP
81856	@USER The really frightening thing is that plenty of Antifa are stupid enough to believe this is true. I'd put a bet on the first one to try it being a woman Antifa. They seem to be the most stupid and more willing to vitue signal their way into an early grave.	GRP
34080	@USER this is exactly who you sound like.  Complete dog shit. Been meaning to tell you this for a while.  #long #cox URL	IND
26748	@USER He's a liar	IND
23308	@USER @USER Then why the fuck did they elect him	GRP
12935	@USER @USER  BRUH THIS??? LMAOOO	IND
20751	#FarRight #Psychopath @USER #Leader @USER will now use the #invisible #press #created #catkiller as #excuse to bring back #FoxHunting if she's not gone by #Christmas #AnimalCruelty #ToriesOUT #NoConfidence #CrimeSyndicate #GE2018 #CriminalsOutofNumber10	GRP
91799	Suck it @USER  #Winning #MAGA URL	OTH
